poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
80655,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,,Live Phone/Text,Alaska,9/6/22,9/11/22,,"",,161423,500,lv,,lv,,9/15/22 13:18,"",https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2022/aarp-alaska-2022-elections-voter-survey.doi.10.26419-2Fres.00550.009.pdf,"",false,,8918,2022,U.S. Senate,2,Class III,11/8/22,general,false,true,DEM,Chesbro,30151,Patricia R. Chesbro,14.0
80655,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,,Live Phone/Text,Alaska,9/6/22,9/11/22,,"",,161423,500,lv,,lv,,9/15/22 13:18,"",https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2022/aarp-alaska-2022-elections-voter-survey.doi.10.26419-2Fres.00550.009.pdf,"",false,,8918,2022,U.S. Senate,2,Class III,11/8/22,general,false,true,REP,Tshibaka,21151,Kelly C. Tshibaka,47.0
80655,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,,Live Phone/Text,Alaska,9/6/22,9/11/22,,"",,161423,500,lv,,lv,,9/15/22 13:18,"",https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2022/aarp-alaska-2022-elections-voter-survey.doi.10.26419-2Fres.00550.009.pdf,"",false,,8918,2022,U.S. Senate,2,Class III,11/8/22,general,false,true,REP,Murkowski,21152,Lisa Murkowski,38.0
80655,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,,Live Phone/Text,Alaska,9/6/22,9/11/22,,"",,161424,500,lv,,lv,,9/15/22 13:18,"",https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2022/aarp-alaska-2022-elections-voter-survey.doi.10.26419-2Fres.00550.009.pdf,"",false,,8918,2022,U.S. Senate,2,Class III,11/8/22,general,false,true,REP,Tshibaka,21151,Kelly C. Tshibaka,50.0
80655,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,,Live Phone/Text,Alaska,9/6/22,9/11/22,,"",,161424,500,lv,,lv,,9/15/22 13:18,"",https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2022/aarp-alaska-2022-elections-voter-survey.doi.10.26419-2Fres.00550.009.pdf,"",false,,8918,2022,U.S. Senate,2,Class III,11/8/22,general,false,true,REP,Murkowski,21152,Lisa Murkowski,50.0
80662,1407,Fallon Research & Communications,1877,Montrose Group,Fallon Research & Communications,476,Fallon Research & Communications,,Live Phone/Text,Ohio,9/6/22,9/11/22,,"",,161444,600,rv,,rv,,9/16/22 09:39,"",https://montrosegroupllc.com/2022/09/montrose-group-opportunity-ohio-2022-poll-released/,"",false,REP,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Ryan,19168,Tim Ryan,46.1
80662,1407,Fallon Research & Communications,1877,Montrose Group,Fallon Research & Communications,476,Fallon Research & Communications,,Live Phone/Text,Ohio,9/6/22,9/11/22,,"",,161444,600,rv,,rv,,9/16/22 09:39,"",https://montrosegroupllc.com/2022/09/montrose-group-opportunity-ohio-2022-poll-released/,"",false,REP,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Vance,19167,J.D. Vance,43.1
80814,940,Lake Research,"","",Lake Research Partners,165,Lake Research Partners,A/B,Live Phone/Text,South Dakota,9/6/22,9/11/22,29937,Brian L. Bengs,DEM,162460,400,lv,,lv,,9/26/22 20:26,"",https://www.sdstandardnow.com/home/bengs-campaign-releases-poll-showing-newcomer-has-a-chance-with-thune-leading-but-facing-doubts-by-south-dakota-voters,"",true,DEM,8947,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Bengs,29937,Brian L. Bengs,33.0
80814,940,Lake Research,"","",Lake Research Partners,165,Lake Research Partners,A/B,Live Phone/Text,South Dakota,9/6/22,9/11/22,29937,Brian L. Bengs,DEM,162460,400,lv,,lv,,9/26/22 20:26,"",https://www.sdstandardnow.com/home/bengs-campaign-releases-poll-showing-newcomer-has-a-chance-with-thune-leading-but-facing-doubts-by-south-dakota-voters,"",true,DEM,8947,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Thune,29290,John R. Thune,46.0
80814,940,Lake Research,"","",Lake Research Partners,165,Lake Research Partners,A/B,Live Phone/Text,South Dakota,9/6/22,9/11/22,29937,Brian L. Bengs,DEM,162460,400,lv,,lv,,9/26/22 20:26,"",https://www.sdstandardnow.com/home/bengs-campaign-releases-poll-showing-newcomer-has-a-chance-with-thune-leading-but-facing-doubts-by-south-dakota-voters,"",true,DEM,8947,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Lesnar,30583,Tamara J. Lesnar,8.0
80671,1722,Sachs Media,972,Florida Politics,Sachs Media,706,Sachs Media,,,Florida,9/10/22,9/10/22,,"",,161476,600,lv,,lv,,9/16/22 16:36,"",https://www.pinterest.com/pin/492722015496158828/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Demings,25620,Val Demings,46.0
80671,1722,Sachs Media,972,Florida Politics,Sachs Media,706,Sachs Media,,,Florida,9/10/22,9/10/22,,"",,161476,600,lv,,lv,,9/16/22 16:36,"",https://www.pinterest.com/pin/492722015496158828/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Rubio,25621,Marco Rubio,49.0
80639,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Florida,9/9/22,9/10/22,,"",,161413,608,lv,,lv,,9/15/22 10:34,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Demings,25620,Val Demings,45.0
80639,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Florida,9/9/22,9/10/22,,"",,161413,608,lv,,lv,,9/15/22 10:34,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Rubio,25621,Marco Rubio,50.0
80639,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Florida,9/9/22,9/10/22,,"",,161414,999,rv,,rv,,9/15/22 10:34,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Demings,25620,Val Demings,40.0
80639,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Florida,9/9/22,9/10/22,,"",,161414,999,rv,,rv,,9/15/22 10:34,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Rubio,25621,Marco Rubio,48.0
80620,1102,Emerson College Polling Society,"835,960",KLAS-TV Las Vegas | The Hill,Emerson College,88,Emerson College,A-,IVR/Online/Text,Nevada,9/8/22,9/10/22,,"",,161259,1000,lv,,lv,,9/13/22 20:12,"",https://emersoncollegepolling.com/nevada-2022-us-senate--gubernatorial-elections-in-statistical-dead-heat/,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Cortez Masto,28593,Catherine Cortez Masto,41.3
80620,1102,Emerson College Polling Society,"835,960",KLAS-TV Las Vegas | The Hill,Emerson College,88,Emerson College,A-,IVR/Online/Text,Nevada,9/8/22,9/10/22,,"",,161259,1000,lv,,lv,,9/13/22 20:12,"",https://emersoncollegepolling.com/nevada-2022-us-senate--gubernatorial-elections-in-statistical-dead-heat/,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Laxalt,28594,Adam Paul Laxalt,41.8
80617,1516,East Carolina University,"","",East Carolina University,523,East Carolina University,B/C,IVR/Online/Text,North Carolina,9/7/22,9/10/22,,"",,161255,1020,lv,,lv,,9/13/22 16:52,"",https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-shows-budd-with-narrow-lead-over-beasley,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Beasley,28722,Cheri Beasley,45.9
80617,1516,East Carolina University,"","",East Carolina University,523,East Carolina University,B/C,IVR/Online/Text,North Carolina,9/7/22,9/10/22,,"",,161255,1020,lv,,lv,,9/13/22 16:52,"",https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-shows-budd-with-narrow-lead-over-beasley,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Budd,28723,Ted Budd,48.7
80617,1516,East Carolina University,"","",East Carolina University,523,East Carolina University,B/C,IVR/Online/Text,North Carolina,9/7/22,9/10/22,,"",,161255,1020,lv,,lv,,9/13/22 16:52,"",https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-shows-budd-with-narrow-lead-over-beasley,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,GRE,Hoh,30194,Matthew Hoh,1.3
80617,1516,East Carolina University,"","",East Carolina University,523,East Carolina University,B/C,IVR/Online/Text,North Carolina,9/7/22,9/10/22,,"",,161255,1020,lv,,lv,,9/13/22 16:52,"",https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-shows-budd-with-narrow-lead-over-beasley,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Bray,29812,Shannon W. Bray,0.3
80588,1102,Emerson College Polling Society,"960,1828",The Hill | WTNH,Emerson College,88,Emerson College,A-,IVR/Online/Text,Connecticut,9/7/22,9/9/22,,"",,161263,1000,lv,,lv,,9/14/22 09:07,"",https://www.wtnh.com/news/yleh/blumenthal-holds-13-point-lead-over-levy-in-news-8-the-hill-emerson-college-poll/,"",false,,8923,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Blumenthal,29278,Richard Blumenthal,48.8
80588,1102,Emerson College Polling Society,"960,1828",The Hill | WTNH,Emerson College,88,Emerson College,A-,IVR/Online/Text,Connecticut,9/7/22,9/9/22,,"",,161263,1000,lv,,lv,,9/14/22 09:07,"",https://www.wtnh.com/news/yleh/blumenthal-holds-13-point-lead-over-levy-in-news-8-the-hill-emerson-college-poll/,"",false,,8923,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Levy,30165,Leora R. Levy,36.1
80641,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Arizona,9/6/22,9/9/22,,"",,161409,563,lv,,lv,,9/15/22 10:33,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,55.0
80641,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Arizona,9/6/22,9/9/22,,"",,161409,563,lv,,lv,,9/15/22 10:33,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,35.0
80641,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Arizona,9/6/22,9/9/22,,"",,161410,972,rv,,rv,,9/15/22 10:33,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,53.0
80641,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Arizona,9/6/22,9/9/22,,"",,161410,972,rv,,rv,,9/15/22 10:33,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,32.0
80714,1293,OH Predictive Insights / MBQF,"","",OH Predictive Insights,235,OH Predictive Insights,B/C,Online,Arizona,9/6/22,9/9/22,,"",,161747,654,lv,,lv,,9/21/22 09:21,"",https://blog.ohpredictive.com/press-releases/us-senate-race-kelly-takes-a-double-digit-lead-over-masters,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,47.0
80714,1293,OH Predictive Insights / MBQF,"","",OH Predictive Insights,235,OH Predictive Insights,B/C,Online,Arizona,9/6/22,9/9/22,,"",,161747,654,lv,,lv,,9/21/22 09:21,"",https://blog.ohpredictive.com/press-releases/us-senate-race-kelly-takes-a-double-digit-lead-over-masters,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,35.0
80714,1293,OH Predictive Insights / MBQF,"","",OH Predictive Insights,235,OH Predictive Insights,B/C,Online,Arizona,9/6/22,9/9/22,,"",,161747,654,lv,,lv,,9/21/22 09:21,"",https://blog.ohpredictive.com/press-releases/us-senate-race-kelly-takes-a-double-digit-lead-over-masters,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Victor,30075,Marc Victor,6.0
80596,1365,Change Research,"","",Change Research,48,Change Research,B-,Online,Iowa,9/3/22,9/8/22,30079,Michael Franken,DEM,161148,1143,lv,,lv,,9/13/22 09:40,"",https://frankenforiowa.com/new-poll-admiral-michael-franken-within-4-points-of-sen-chuck-grassley/,"",true,DEM,8930,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Franken,30079,Michael Franken,44.0
80596,1365,Change Research,"","",Change Research,48,Change Research,B-,Online,Iowa,9/3/22,9/8/22,30079,Michael Franken,DEM,161148,1143,lv,,lv,,9/13/22 09:40,"",https://frankenforiowa.com/new-poll-admiral-michael-franken-within-4-points-of-sen-chuck-grassley/,"",true,DEM,8930,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Grassley,28661,Chuck Grassley,48.0
80654,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Utah,9/1/22,9/8/22,,"",,161411,239,lv,,lv,,9/15/22 10:33,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Lee,28827,Mike Lee,43.0
80654,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Utah,9/1/22,9/8/22,,"",,161411,239,lv,,lv,,9/15/22 10:33,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,IND,McMullin,28829,Evan McMullin,39.0
80654,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Utah,9/1/22,9/8/22,,"",,161412,474,rv,,rv,,9/15/22 10:33,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Lee,28827,Mike Lee,40.0
80654,1734,Center Street PAC,"","",Center Street PAC,715,Center Street PAC,,Online,Utah,9/1/22,9/8/22,,"",,161412,474,rv,,rv,,9/15/22 10:33,"",https://centerstreetpac.com/senate-polls-extremist-candidates-trail-democrats-in-arizona-georgia-and-pennsylvania-rubio-lee-maintain-leads-in-florida-and-utah/,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,IND,McMullin,28829,Evan McMullin,37.0
79976,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Washington,9/6/22,9/7/22,,"",,160359,620,v,,v,,9/7/22 13:14,"",https://www.publicpolicypolling.com/wp-content/uploads/2022/09/WashingtonSeptember2022Results.pdf,"",false,,8950,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Murray,20850,Patty Murray,48.0
79976,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Washington,9/6/22,9/7/22,,"",,160359,620,v,,v,,9/7/22 13:14,"",https://www.publicpolicypolling.com/wp-content/uploads/2022/09/WashingtonSeptember2022Results.pdf,"",false,,8950,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Smiley,20851,Tiffany Smiley,39.0
80563,235,InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Georgia,9/6/22,9/7/22,,"",,161000,550,lv,,lv,,9/9/22 09:12,"",https://www.fox5atlanta.com/news/new-insideradvantage-fox-5-poll-kemp-widens-lead-over-abrams-senate-race-remains-tight,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Warnock,19086,Raphael Warnock,44.0
80563,235,InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Georgia,9/6/22,9/7/22,,"",,161000,550,lv,,lv,,9/9/22 09:12,"",https://www.fox5atlanta.com/news/new-insideradvantage-fox-5-poll-kemp-widens-lead-over-abrams-senate-race-remains-tight,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Walker,19088,Herschel Junior Walker,47.0
80563,235,InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Georgia,9/6/22,9/7/22,,"",,161000,550,lv,,lv,,9/9/22 09:12,"",https://www.fox5atlanta.com/news/new-insideradvantage-fox-5-poll-kemp-widens-lead-over-abrams-senate-race-remains-tight,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Oliver,29535,Chase Oliver,4.0
80568,235,InsiderAdvantage,"","",InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Arizona,9/6/22,9/7/22,,"",,161007,550,lv,,lv,,9/9/22 09:47,"",https://www.fox10phoenix.com/news/2022-elections-arizona-governors-election-neck-and-neck-kelly-ahead-of-masters-in-senate-race,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,45.0
80568,235,InsiderAdvantage,"","",InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Arizona,9/6/22,9/7/22,,"",,161007,550,lv,,lv,,9/9/22 09:47,"",https://www.fox10phoenix.com/news/2022-elections-arizona-governors-election-neck-and-neck-kelly-ahead-of-masters-in-senate-race,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,39.0
80568,235,InsiderAdvantage,"","",InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Arizona,9/6/22,9/7/22,,"",,161007,550,lv,,lv,,9/9/22 09:47,"",https://www.fox10phoenix.com/news/2022-elections-arizona-governors-election-neck-and-neck-kelly-ahead-of-masters-in-senate-race,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Victor,30075,Marc Victor,4.0
80570,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online/Text,Arizona,9/6/22,9/7/22,,"",,161011,627,lv,,lv,,9/9/22 13:09,"",https://emersoncollegepolling.com/arizona-2022-mark-kelly-faces-tight-race-with-blake-masters-katie-hobbs-and-kari-lake-in-dead-heat-for-governorship/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,46.7
80570,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online/Text,Arizona,9/6/22,9/7/22,,"",,161011,627,lv,,lv,,9/9/22 13:09,"",https://emersoncollegepolling.com/arizona-2022-mark-kelly-faces-tight-race-with-blake-masters-katie-hobbs-and-kari-lake-in-dead-heat-for-governorship/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,45.0
80575,458,Suffolk,1010,Cincinnati Enquirer,Suffolk University,323,Suffolk University,B+,Live Phone,Ohio,9/5/22,9/7/22,,"",,161023,500,lv,,lv,,9/12/22 09:16,"",https://www.cincinnati.com/story/news/politics/elections/2022/09/12/ohio-senate-race-jd-vance-tim-ryan-virtually-tied-in-new-poll/65470854007/,"",false,,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Ryan,19168,Tim Ryan,46.6
80575,458,Suffolk,1010,Cincinnati Enquirer,Suffolk University,323,Suffolk University,B+,Live Phone,Ohio,9/5/22,9/7/22,,"",,161023,500,lv,,lv,,9/12/22 09:16,"",https://www.cincinnati.com/story/news/politics/elections/2022/09/12/ohio-senate-race-jd-vance-tim-ryan-virtually-tied-in-new-poll/65470854007/,"",false,,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Vance,19167,J.D. Vance,45.6
80574,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Vermont,9/3/22,9/7/22,,"",,161021,1072,lv,,lv,,9/9/22 16:59,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/VT-General-Poll-Report-0909.pdf,"",false,REP,8949,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Welch,29999,Peter Welch,49.7
80574,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Vermont,9/3/22,9/7/22,,"",,161021,1072,lv,,lv,,9/9/22 16:59,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/VT-General-Poll-Report-0909.pdf,"",false,REP,8949,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Malloy,30699,Gerald Malloy,43.2
80618,441,SoonerPoll.com,"204,205",KWTV-DT Oklahoma City | KOTV-DT Tulsa,SoonerPoll,308,SoonerPoll.com,C+,IVR/Online,Oklahoma,9/2/22,9/7/22,,"",,161352,402,lv,,lv,,9/14/22 14:46,"",https://www.soonerpoll.com/post/mullin-leads-by-12-points-in-race-to-replace-us-senator-jim-inhofe,"",false,,8943,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,M. Horn,30519,Madison Horn,35.4
80618,441,SoonerPoll.com,"204,205",KWTV-DT Oklahoma City | KOTV-DT Tulsa,SoonerPoll,308,SoonerPoll.com,C+,IVR/Online,Oklahoma,9/2/22,9/7/22,,"",,161352,402,lv,,lv,,9/14/22 14:46,"",https://www.soonerpoll.com/post/mullin-leads-by-12-points-in-race-to-replace-us-senator-jim-inhofe,"",false,,8943,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Lankford,29287,James Lankford,52.1
80618,441,SoonerPoll.com,"204,205",KWTV-DT Oklahoma City | KOTV-DT Tulsa,SoonerPoll,308,SoonerPoll.com,C+,IVR/Online,Oklahoma,9/2/22,9/7/22,,"",,161352,402,lv,,lv,,9/14/22 14:46,"",https://www.soonerpoll.com/post/mullin-leads-by-12-points-in-race-to-replace-us-senator-jim-inhofe,"",false,,8943,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,IND,Delaney,30096,Micahael L. Delaney,4.0
80766,1365,Change Research,1891,Red Wine and Blue,Change Research,48,Change Research,B-,Online/Text,Ohio,9/2/22,9/7/22,,"",,161998,1209,lv,,lv,,9/23/22 12:21,"",https://redwine.blue/new-poll-shows-abortion-extremism-puts-ohio-republicans-at-risk-of-losing-in-november-especially-with-suburban-women/,"",false,DEM,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Ryan,19168,Tim Ryan,47.0
80766,1365,Change Research,1891,Red Wine and Blue,Change Research,48,Change Research,B-,Online/Text,Ohio,9/2/22,9/7/22,,"",,161998,1209,lv,,lv,,9/23/22 12:21,"",https://redwine.blue/new-poll-shows-abortion-extremism-puts-ohio-republicans-at-risk-of-losing-in-november-especially-with-suburban-women/,"",false,DEM,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Vance,19167,J.D. Vance,42.0
80600,1302,Echelon Insights,1755,NetChoice,Echelon Insights,407,Echelon Insights,B/C,Online,Arizona,8/31/22,9/7/22,,"",,161162,773,lv,,lv,,9/13/22 14:06,"",https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,52.0
80600,1302,Echelon Insights,1755,NetChoice,Echelon Insights,407,Echelon Insights,B/C,Online,Arizona,8/31/22,9/7/22,,"",,161162,773,lv,,lv,,9/13/22 14:06,"",https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,37.0
80601,1302,Echelon Insights,1755,NetChoice,Echelon Insights,407,Echelon Insights,B/C,Online,Florida,8/31/22,9/7/22,,"",,161163,815,lv,,lv,,9/13/22 14:06,"",https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Demings,25620,Val Demings,41.0
80601,1302,Echelon Insights,1755,NetChoice,Echelon Insights,407,Echelon Insights,B/C,Online,Florida,8/31/22,9/7/22,,"",,161163,815,lv,,lv,,9/13/22 14:06,"",https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Rubio,25621,Marco Rubio,50.0
80602,1302,Echelon Insights,1755,NetChoice,Echelon Insights,407,Echelon Insights,B/C,Online,Georgia,8/31/22,9/7/22,,"",,161164,751,lv,,lv,,9/13/22 14:06,"",https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Warnock,19086,Raphael Warnock,50.0
80602,1302,Echelon Insights,1755,NetChoice,Echelon Insights,407,Echelon Insights,B/C,Online,Georgia,8/31/22,9/7/22,,"",,161164,751,lv,,lv,,9/13/22 14:06,"",https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Walker,19088,Herschel Junior Walker,40.0
